9.8, 1415, 15
9.6, 1490, 20
9.4, 1520, 20
9.2, 1535, 20
9.0, 1480, 10
8.8, 1400, 15
8.6, 1290, 15
8.4, 1100, 20
8.2, 940, 20
8.0, 740, 15
7.8, 585, 20
7.6, 460, 20
7.4, 350, 10
7.2, 270, 10
7.0, 230, 10
6.8, 203, 5
6.6, 218, 5
6.4, 214, 5
6.2, 210, 5
6.0, 214, 6
5.8, 208, 10
5.6, 198, 10
5.4, 165, 10
5.2, 110, 5
5.0, 35, 5
4.8, 5, 5 
