0.000390136	0.000714644	0.000001773
0.001039152	0.010125389	0.000004723
0.001363661	0.019536134	0.000006198
0.001688169	0.029271387	0.000007673
0.002012678	0.039006641	0.000009149
0.002661695	0.048417386	0.000012099
0.002661695	0.057828131	0.000012099
0.003310712	0.067563384	0.000015049
0.003959728	0.076974129	0.000017999
0.003959728	0.086709382	0.000017999
0.004933254	0.095795618	0.000022424
0.005257762	0.106179888	0.000023899
0.005582271	0.115266125	0.000025374
0.006231288	0.125001378	0.000028324
0.006555796	0.134087614	0.000029799
0.006880305	0.143822867	0.000031274
0.007529321	0.153233612	0.000034224
0.008178338	0.162968865	0.000037174
0.008178338	0.172379610	0.000037174
0.009151864	0.181465846	0.000041599
0.009476372	0.191850116	0.000043074
0.009800881	0.200936352	0.000044549
0.010125389	0.210996113	0.000046024
0.010774406	0.220406858	0.000048975
0.011098914	0.229817602	0.000050450
0.011098914	0.239228347	0.000050450
0.012396948	0.249288108	0.000056350
0.012072440	0.258698852	0.000054875
0.013045965	0.268109597	0.000059300
0.013370473	0.277844850	0.000060775
0.013370473	0.287255594	0.000060775
0.014019490	0.296666338	0.000063725
0.014668507	0.306401591	0.000066675
0.014993016	0.315812335	0.000068150
0.015317524	0.325547588	0.000069625
0.015966541	0.334958332	0.000072575
0.016615558	0.344693585	0.000075525
0.016615558	0.354104329	0.000075525
0.017264575	0.363515074	0.000078475
0.017589083	0.372925818	0.000079950
0.018238100	0.382661071	0.000082900
0.018562609	0.392396323	0.000084375
0.019211626	0.401807067	0.000087326
0.019860642	0.411542320	0.000090276
0.019860642	0.420628556	0.000090276
0.020185151	0.430363808	0.000091751
0.020834168	0.440099061	0.000094701
0.021483185	0.449509805	0.000097651
0.021483185	0.458920549	0.000097651
0.021807693	0.468655802	0.000099126
0.022781218	0.478066546	0.000103551
0.023105727	0.487801798	0.000105026
0.023430235	0.497537051	0.000106501
0.023754744	0.506623286	0.000107976
0.024728269	0.516358539	0.000112401
0.025052778	0.526093791	0.000113876
0.025377286	0.535504535	0.000115351
0.025701795	0.545239788	0.000116826
0.026026303	0.554650532	0.000118301
0.026675320	0.564061276	0.000121251
0.027324337	0.573796528	0.000124202
0.027324337	0.583207272	0.000124202
0.027973354	0.592942525	0.000127152
0.028946879	0.602028760	0.000131577
0.028622371	0.612088521	0.000130102
0.029271387	0.621499265	0.000133052
0.029595896	0.630585500	0.000134527
0.030244913	0.640645261	0.000137477
0.030893930	0.650056005	0.000140427
0.031218438	0.659142241	0.000141902
0.031867455	0.669202002	0.000144852
0.031867455	0.678612745	0.000144852
0.032516472	0.688347998	0.000147802
0.033165489	0.697758742	0.000150752
0.033489997	0.707493994	0.000152227
0.033489997	0.717229246	0.000152227
0.034463523	0.726315482	0.000156652
0.035437048	0.736050734	0.000161077
0.035112539	0.745461478	0.000159602
0.035761556	0.755196731	0.000162553
0.036410573	0.764282966	0.000165503
0.036410573	0.774018218	0.000165503
0.037384099	0.783753471	0.000169928
0.037708607	0.793164215	0.000171403
0.038033115	0.802574959	0.000172878
0.038357624	0.812310211	0.000174353
0.038682132	0.821720955	0.000175828
0.039331149	0.831456207	0.000178778
0.039980166	0.840542443	0.000181728
0.040304675	0.849953187	0.000183203
0.040629183	0.859688439	0.000184678
0.040953691	0.869099183	0.000186153
0.041602708	0.878834435	0.000189103
0.041602708	0.888569688	0.000189103
0.042576234	0.897980431	0.000193528
0.043225251	0.907391175	0.000196478
0.043549759	0.917450936	0.000197953
0.043874267	0.926861680	0.000199428
0.044198776	0.936596933	0.000200904
0.044523284	0.946007676	0.000202379
0.045172301	0.955093912	0.000205329
0.045496810	0.964829164	0.000206804
0.045821318	0.974888925	0.000208279
0.045496810	0.983650652	0.000206804
0.046794843	0.993710413	0.000212704
0.047443860	1.003121157	0.000215654
0.047768369	1.012531901	0.000217129
0.048092877	1.021942645	0.000218604
0.048741894	1.031677898	0.000221554
0.049066403	1.041413150	0.000223029
0.049390911	1.050499386	0.000224504
0.050039928	1.060559147	0.000227454
0.050364436	1.069969891	0.000228929
0.050688945	1.079056126	0.000230404
0.051337962	1.088791379	0.000233354
0.051662470	1.098526631	0.000234829
0.052635995	1.107937375	0.000239255
0.052635995	1.117672628	0.000239255
0.053285012	1.127083372	0.000242205
0.053934029	1.136818625	0.000245155
0.054258538	1.146229369	0.000246630
0.054583046	1.155640113	0.000248105
0.054907555	1.165699874	0.000249580
0.055232063	1.174461601	0.000251055
0.055556571	1.184521362	0.000252530
0.055881080	1.194256615	0.000254005
0.056530097	1.203667359	0.000256955
0.057179114	1.212753595	0.000259905
0.057503622	1.222488848	0.000261380
0.058152639	1.231899592	0.000264330
0.058477147	1.241634845	0.000265805
0.059126164	1.251694606	0.000268755
0.059450673	1.260780842	0.000270230
0.060099690	1.270191586	0.000273180
0.059775181	1.280251347	0.000271705
0.061073215	1.289662092	0.000277606
0.061073215	1.299072836	0.000277606
0.061722232	1.308483581	0.000280556
0.062046740	1.318218833	0.000282031
0.062695757	1.327629578	0.000284981
0.063669283	1.337040322	0.000289406
0.063344774	1.347100084	0.000287931
0.064318299	1.356510828	0.000292356
0.064318299	1.366246081	0.000292356
0.064642808	1.375656826	0.000293831
0.065291825	1.384743062	0.000296781
0.065940842	1.394802823	0.000299731
0.065940842	1.403889059	0.000299731
0.066914367	1.413624312	0.000304156
0.066914367	1.423684074	0.000304156
0.067563384	1.432445802	0.000307106
0.067887892	1.441856546	0.000308581
0.068212401	1.451916308	0.000310056
0.068861418	1.461002544	0.000313006
0.069185926	1.470737797	0.000314481
0.069834943	1.480148542	0.000317432
0.070483960	1.489559287	0.000320382
0.070808468	1.499294540	0.000321857
0.071132977	1.509029794	0.000323332
0.071457485	1.518116030	0.000324807
0.072431011	1.527851283	0.000329232
0.072431011	1.537586537	0.000329232
0.073080027	1.547321790	0.000332182
0.073080027	1.556732535	0.000332182
0.074053553	1.566467789	0.000336607
0.074378061	1.575554025	0.000338082
0.074378061	1.585289279	0.000338082
0.075027078	1.595024532	0.000341032
0.076000603	1.604759786	0.000345457
0.076000603	1.614170531	0.000345457
0.076325112	1.623905785	0.000346932
0.077298637	1.632992021	0.000351357
0.077298637	1.642727275	0.000351357
0.078272163	1.652462529	0.000355783
0.078272163	1.661548766	0.000355783
0.078921179	1.671284019	0.000358733
0.078921179	1.680694765	0.000358733
0.079245688	1.690754527	0.000360208
0.080219213	1.699840764	0.000364633
0.080543722	1.709576018	0.000366108
0.081192739	1.719311272	0.000369058
0.081517247	1.728722017	0.000370533
0.082166264	1.738132763	0.000373483
0.082490772	1.747868017	0.000374958
0.082815281	1.757278763	0.000376433
0.083139789	1.767338525	0.000377908
0.083788806	1.776100254	0.000380858
