Zeit [ms]	Uin A [V]	Uin B [V]
0.770000000	-2.120598381	0.450483330
0.780000000	-2.129035613	0.456648990
0.790000000	-2.127413068	0.460867600
0.800000000	-2.118326818	0.463463667
0.810000000	-2.103074898	0.465086209
0.820000000	-2.077763202	0.463463667
0.830000000	-2.043040748	0.460543091
0.840000000	-2.003126153	0.455999973
0.850000000	-1.953151784	0.449509805
0.860000000	-1.896038223	0.441072586
0.870000000	-1.835355068	0.430688317
0.880000000	-1.762016073	0.419330522
0.890000000	-1.683809451	0.405701168
0.900000000	-1.600086186	0.390773781
0.910000000	-1.507601192	0.374872868
0.920000000	-1.412844644	0.356051380
0.930000000	-1.311273421	0.336580875
0.940000000	-1.203536543	0.315812335
0.950000000	-1.092554586	0.293745762
0.960000000	-0.975406975	0.270381156
0.970000000	-0.856636831	0.245718515
0.980000000	-0.733972592	0.220731366
0.990000000	-0.607414260	0.194121675
1.000000000	-0.480855937	0.167187475
1.010000000	-0.351052537	0.139604258
1.020000000	-0.218977584	0.111047515
1.030000000	-0.088200672	0.082815281
1.040000000	0.042576234	0.053609521
1.050000000	0.175300186	0.024079252
1.060000000	0.305103557	-0.005126508
1.070000000	0.433933401	-0.034332269
1.080000000	0.563087751	-0.063538030
1.090000000	0.684778405	-0.092419282
1.100000000	0.807118076	-0.120976027
1.110000000	0.926537172	-0.149208263
1.120000000	1.039466100	-0.176466974
1.130000000	1.151421504	-0.203401178
1.140000000	1.256562232	-0.229361855
1.150000000	1.356510828	-0.254673517
1.160000000	1.451267291	-0.279011653
1.170000000	1.541156130	-0.301402738
1.180000000	1.623581276	-0.323469315
1.190000000	1.701138798	-0.343913350
1.200000000	1.769610085	-0.363383859
1.210000000	1.830942186	-0.381556335
1.220000000	1.886433137	-0.397457251
1.230000000	1.932188834	-0.412384642
1.240000000	1.973725922	-0.425040474
1.250000000	2.004878738	-0.437047289
1.260000000	2.028567859	-0.446458035
1.270000000	2.046415827	-0.454570748
1.280000000	2.053555014	-0.461060918
1.290000000	2.052581488	-0.465279529
1.300000000	2.045117793	-0.468200105
1.310000000	2.027594333	-0.468849122
1.320000000	2.002282670	-0.468200105
1.330000000	1.971778871	-0.464955020
1.340000000	1.929917275	-0.460087392
1.350000000	1.881890018	-0.453597222
1.360000000	1.826723576	-0.445484510
1.370000000	1.763768932	-0.436073763
1.380000000	1.694324120	-0.424066948
1.390000000	1.618064632	-0.411086608
1.400000000	1.533043419	-0.395834709
1.410000000	1.445426139	-0.379609284
1.420000000	1.349696151	-0.361761317
1.430000000	1.248125013	-0.341966299
1.440000000	1.143957810	-0.321197756
1.450000000	1.032651423	-0.298806670
1.460000000	0.918748970	-0.276415585
1.470000000	0.801276925	-0.251752940
1.480000000	0.678288237	-0.226441279
1.490000000	0.554326023	-0.200480601
1.500000000	0.429065775	-0.173546398
1.510000000	0.297315355	-0.146287687
1.520000000	0.167836492	-0.118055451
1.530000000	0.037708607	-0.089498706
1.540000000	-0.095988875	-0.060292945
1.550000000	-0.225143245	-0.031087184
1.560000000	-0.356569181	-0.001881424
1.570000000	-0.486372582	0.027324337
1.580000000	-0.611632871	0.056530097
1.590000000	-0.738840221	0.085735857
1.600000000	-0.862153476	0.114292599
1.610000000	-0.980274604	0.142524834
1.620000000	-1.096773198	0.170108051
1.630000000	-1.209053190	0.197042251
1.640000000	-1.313869491	0.223002925
1.650000000	-1.416738749	0.248314583
1.660000000	-1.512793332	0.272977223
1.670000000	-1.602682257	0.296017321
1.680000000	-1.688352574	0.318083894
1.690000000	-1.764936652	0.338852434
1.700000000	-1.836653103	0.357673922
1.710000000	-1.899607820	0.376170902
1.720000000	-1.955098837	0.392720832
1.730000000	-2.005073206	0.406999202
1.740000000	-2.045312310	0.420628556
1.750000000	-2.077114184	0.431986350
1.760000000	-2.103723916	0.442046111
1.770000000	-2.119624854	0.450158822
1.780000000	-2.127088559	0.456648990
1.790000000	-2.127413068	0.461192108
1.800000000	-2.118975836	0.463788175
1.810000000	-2.101452353	0.464761701
1.820000000	-2.077763202	0.463463667
1.830000000	-2.043040748	0.460543091
1.840000000	-2.003126153	0.455999973
1.850000000	-1.955747855	0.449834313
1.860000000	-1.897336258	0.441721603
1.870000000	-1.835030559	0.431337334
1.880000000	-1.763314108	0.419330522
1.890000000	-1.684133960	0.406350185
1.900000000	-1.603655783	0.391098289
1.910000000	-1.511495297	0.374548360
1.920000000	-1.414467188	0.356700397
1.930000000	-1.314194000	0.336905383
1.940000000	-1.205483594	0.316461352
1.950000000	-1.094826147	0.294394779
1.960000000	-0.980274604	0.270381156
1.970000000	-0.858908391	0.246692040
1.980000000	-0.736244152	0.221380383
1.990000000	-0.611957380	0.195095200
2.000000000	-0.482478480	0.168161000
2.010000000	-0.354622130	0.140253274
2.020000000	-0.222871686	0.111696532
2.030000000	-0.091445757	0.083139789
2.040000000	0.039331149	0.054583046
2.050000000	0.172055101	0.025377286
2.060000000	0.303805524	-0.004152983
2.070000000	0.430688317	-0.033358743
2.080000000	0.558869141	-0.062889013
2.090000000	0.683804880	-0.091121249
2.100000000	0.804197501	-0.120327010
2.110000000	0.923941104	-0.147910229
2.120000000	1.038817083	-0.176142466
2.130000000	1.147202894	-0.202752161
2.140000000	1.255264199	-0.228712838
2.150000000	1.353590252	-0.253699991
2.160000000	1.449644749	-0.278362636
2.170000000	1.539533587	-0.301078229
2.180000000	1.620660700	-0.322820298
2.190000000	1.698218222	-0.343264333
2.200000000	1.768312051	-0.362734842
2.210000000	1.828670627	-0.380258301
2.220000000	1.886108628	-0.397132743
2.230000000	1.933486868	-0.411411117
2.240000000	1.971778871	-0.425364982
2.250000000	2.005852263	-0.436722780
2.260000000	2.029216876	-0.446458035
2.270000000	2.044793284	-0.454570748
2.280000000	2.055177556	-0.460736409
2.290000000	2.052581488	-0.464955020
2.300000000	2.043819759	-0.468524614
2.310000000	2.030190401	-0.468849122
2.320000000	2.003256195	-0.468200105
2.330000000	1.971454362	-0.465279529
2.340000000	1.931864326	-0.460411901
2.350000000	1.882539035	-0.454246239
2.360000000	1.829319644	-0.446133527
2.370000000	1.765391474	-0.436398272
2.380000000	1.694973137	-0.424715965
2.390000000	1.620336192	-0.411086608
2.400000000	1.536937520	-0.396159217
2.410000000	1.448022207	-0.379609284
2.420000000	1.354888286	-0.361761317
2.430000000	1.252343623	-0.342615316
2.440000000	1.146878386	-0.322171281
2.450000000	1.038168066	-0.299780196
2.460000000	0.921020529	-0.277064602
2.470000000	0.803872992	-0.252726466
2.480000000	0.682831355	-0.227414805
2.490000000	0.556597582	-0.201129618
2.500000000	0.431337334	-0.174195415
2.510000000	0.302507490	-0.146936704
2.520000000	0.170432559	-0.118704468
2.530000000	0.041927217	-0.090147723
2.540000000	-0.091121249	-0.061266470
2.550000000	-0.222871686	-0.032060710
2.560000000	-0.352350571	-0.002530441
2.570000000	-0.482478480	0.026350811
2.580000000	-0.609036803	0.055881080
2.590000000	-0.734297101	0.084762331
2.600000000	-0.858583882	0.113319074
2.610000000	-0.977029518	0.141551308
2.620000000	-1.091905569	0.169459034
2.630000000	-1.206132612	0.196393234
2.640000000	-1.310624404	0.222678417
2.650000000	-1.413493662	0.247665566
2.660000000	-1.510521771	0.272328206
2.670000000	-1.599112660	0.295368305
2.680000000	-1.685431995	0.317110369
2.690000000	-1.761691564	0.337878908
2.700000000	-1.832758997	0.357673922
2.710000000	-1.898634294	0.375846394
2.720000000	-1.953800802	0.391747306
2.730000000	-2.002801644	0.406999202
2.740000000	-2.044663292	0.420304047
2.750000000	-2.075816148	0.431986350
2.760000000	-2.100803336	0.441721603
2.770000000	-2.119300345	0.450158822
2.780000000	-2.127088559	0.456324482
2.790000000	-2.127088559	0.461192108
2.800000000	-2.119300345	0.463788175
2.810000000	-2.101127845	0.464761701
2.820000000	-2.077763202	0.464112684
2.830000000	-2.044338783	0.460867600
2.840000000	-2.004099679	0.456324482
2.850000000	-1.956072364	0.449834313
2.860000000	-1.899932329	0.441721603
2.870000000	-1.836004086	0.431661842
2.880000000	-1.766559196	0.419655030
2.890000000	-1.687054539	0.406674694
2.900000000	-1.603655783	0.391422798
2.910000000	-1.514091367	0.374872868
2.920000000	-1.416414240	0.357349414
2.930000000	-1.315167526	0.337878908
2.940000000	-1.209053190	0.317110369
2.950000000	-1.096773198	0.295043796
2.960000000	-0.983195182	0.271354681
2.970000000	-0.862802494	0.247341057
2.980000000	-0.738840221	0.221704891
2.990000000	-0.613579923	0.195744217
3.000000000	-0.487346107	0.168810017
3.010000000	-0.356893689	0.141226800
3.020000000	-0.227414805	0.112994566
3.030000000	-0.094041825	0.084437823
3.040000000	0.036735082	0.055232063
3.050000000	0.167836492	0.025701795
3.060000000	0.298937897	-0.003179457
3.070000000	0.429065775	-0.032385218
3.080000000	0.553677007	-0.061915487
3.090000000	0.681208813	-0.090796740
3.100000000	0.800627908	-0.119353485
3.110000000	0.920696020	-0.147585721
3.120000000	1.035896507	-0.175493449
3.130000000	1.144282318	-0.202427652
3.140000000	1.250396572	-0.227414805
3.150000000	1.352941235	-0.253050974
3.160000000	1.446724173	-0.277389110
3.170000000	1.537262028	-0.300429212
3.180000000	1.619362666	-0.322495790
3.190000000	1.694973137	-0.342939824
3.200000000	1.765715983	-0.362085825
3.210000000	1.829319644	-0.380258301
3.220000000	1.883188052	-0.396808234
3.230000000	1.933486868	-0.411411117
3.240000000	1.971454362	-0.424715965
3.250000000	2.005527755	-0.436073763
3.260000000	2.030190401	-0.446133527
3.270000000	2.045442301	-0.453921731
3.280000000	2.053879522	-0.460087392
3.290000000	2.054528539	-0.464955020
3.300000000	2.044793284	-0.467551088
3.310000000	2.030190401	-0.468849122
3.320000000	2.006176772	-0.468200105
3.330000000	1.972103379	-0.465279529
3.340000000	1.933486868	-0.460736409
3.350000000	1.884486086	-0.453597222
3.360000000	1.829319644	-0.446458035
3.370000000	1.768312051	-0.436398272
3.380000000	1.698542730	-0.424715965
3.390000000	1.622283242	-0.411411117
3.400000000	1.540831621	-0.396808234
3.410000000	1.448995732	-0.380258301
3.420000000	1.355861811	-0.362085825
3.430000000	1.255913215	-0.342939824
3.440000000	1.149474453	-0.322495790
3.450000000	1.039790608	-0.300429212
3.460000000	0.925563647	-0.277389110
3.470000000	0.807118076	-0.253699991
3.480000000	0.686725456	-0.227739313
3.490000000	0.560491683	-0.202103144
3.500000000	0.433284384	-0.175168941
3.510000000	0.305752574	-0.147910229
3.520000000	0.175624694	-0.119353485
3.530000000	0.044847793	-0.090796740
3.540000000	-0.085604605	-0.062239996
3.550000000	-0.218977584	-0.032709726
3.560000000	-0.348780977	-0.003503966
3.570000000	-0.477935360	0.026026303
3.580000000	-0.606765243	0.054907555
3.590000000	-0.732025541	0.084113314
3.600000000	-0.853067236	0.112670057
3.610000000	-0.974108941	0.141226800
3.620000000	-1.088660483	0.168810017
3.630000000	-1.202887525	0.195419708
3.640000000	-1.309650878	0.221704891
3.650000000	-1.409924066	0.247665566
3.660000000	-1.507601192	0.271354681
3.670000000	-1.598788151	0.294719288
3.680000000	-1.681537890	0.316785861
3.690000000	-1.761042547	0.337229891
3.700000000	-1.831460962	0.357349414
3.710000000	-1.895064696	0.375197377
3.720000000	-1.954125311	0.391422798
3.730000000	-2.000854590	0.406674694
3.740000000	-2.042391730	0.419979539
3.750000000	-2.077114184	0.431661842
3.760000000	-2.100803336	0.441721603
3.770000000	-2.117677800	0.449834313
3.780000000	-2.127088559	0.456648990
3.790000000	-2.126439541	0.460867600
3.800000000	-2.120598381	0.463788175
3.810000000	-2.102750389	0.464437192
3.820000000	-2.076465166	0.463788175
3.830000000	-2.046610346	0.460867600
3.840000000	-2.004748697	0.456324482
3.850000000	-1.956396873	0.449834313
3.860000000	-1.901554874	0.442046111
3.870000000	-1.837626630	0.431661842
3.880000000	-1.766559196	0.420304047
3.890000000	-1.690299627	0.407323710
3.900000000	-1.604629309	0.391422798
3.910000000	-1.515064893	0.375521885
3.920000000	-1.419659327	0.357673922
3.930000000	-1.318088104	0.338203417
3.940000000	-1.212622785	0.317434878
3.950000000	-1.100667302	0.295368305
3.960000000	-0.984168708	0.272003698
3.970000000	-0.865723071	0.247990074
3.980000000	-0.742734323	0.222678417
3.990000000	-0.616175991	0.196068725
4.000000000	-0.490915701	0.169459034
4.010000000	-0.360138774	0.141875817
4.020000000	-0.230984398	0.113643583
4.030000000	-0.099882977	0.085086840
4.040000000	0.034139014	0.055556571
4.050000000	0.165240424	0.026675320
4.060000000	0.296017321	-0.002854949
4.070000000	0.426145199	-0.032060710
4.080000000	0.552378973	-0.060941962
4.090000000	0.676016678	-0.090147723
4.100000000	0.799654383	-0.118379959
4.110000000	0.916801919	-0.146936704
4.120000000	1.032326915	-0.174519924
4.130000000	1.143633301	-0.201129618
4.140000000	1.247800505	-0.227414805
4.150000000	1.349696151	-0.252726466
4.160000000	1.445426139	-0.276740093
4.170000000	1.533367927	-0.300104704
4.180000000	1.618064632	-0.321197756
4.190000000	1.695622154	-0.341966299
4.200000000	1.765391474	-0.361761317
4.210000000	1.828021610	-0.379609284
4.220000000	1.882539035	-0.395834709
4.230000000	1.929917275	-0.411086608
4.240000000	1.971778871	-0.424066948
4.250000000	2.003256195	-0.436073763
4.260000000	2.028567859	-0.445809018
4.270000000	2.045766810	-0.453597222
4.280000000	2.052905997	-0.460411901
4.290000000	2.054204031	-0.464955020
4.300000000	2.046091318	-0.467875597
4.310000000	2.028892367	-0.468524614
4.320000000	2.006501280	-0.467551088
4.330000000	1.975023956	-0.465279529
4.340000000	1.934460394	-0.460736409
4.350000000	1.887406662	-0.454570748
4.360000000	1.830942186	-0.446782544
4.370000000	1.768636559	-0.436398272
4.380000000	1.701138798	-0.425040474
4.390000000	1.623256768	-0.412060134
4.400000000	1.542454164	-0.397132743
4.410000000	1.455161392	-0.380907318
4.420000000	1.359431404	-0.363059351
4.430000000	1.258184774	-0.343588841
4.440000000	1.152070520	-0.323144807
4.450000000	1.041737659	-0.300753721
4.460000000	0.929133239	-0.277713619
4.470000000	0.810687669	-0.254024500
4.480000000	0.688997015	-0.228712838
4.490000000	0.566332835	-0.202752161
4.500000000	0.437827502	-0.175817958
4.510000000	0.308348642	-0.148234738
4.520000000	0.179194287	-0.120651518
4.530000000	0.046794843	-0.091770265
4.540000000	-0.082035012	-0.062564504
4.550000000	-0.214109957	-0.033683252
4.560000000	-0.346184909	-0.004477491
4.570000000	-0.474690275	0.025052778
4.580000000	-0.601248598	0.053934029
4.590000000	-0.729104964	0.083464298
4.600000000	-0.850471168	0.112021040
4.610000000	-0.971188363	0.140253274
4.620000000	-1.087686957	0.167836492
4.630000000	-1.197695387	0.195095200
4.640000000	-1.305107756	0.221055875
4.650000000	-1.407977013	0.246043024
4.660000000	-1.504680613	0.270381156
4.670000000	-1.596192081	0.293745762
4.680000000	-1.679915346	0.316461352
4.690000000	-1.757472950	0.336905383
4.700000000	-1.830162927	0.356375888
4.710000000	-1.892793134	0.374872868
4.720000000	-1.948608660	0.391098289
4.730000000	-2.001503608	0.406350185
4.740000000	-2.041093694	0.419330522
4.750000000	-2.075167130	0.431337334
4.760000000	-2.101127845	0.441721603
4.770000000	-2.116055255	0.449834313
4.780000000	-2.125790524	0.455999973
4.790000000	-2.126115033	0.460543091
4.800000000	-2.117677800	0.463788175
4.810000000	-2.103399407	0.464437192
4.820000000	-2.079061237	0.463788175
4.830000000	-2.046285837	0.460867600
4.840000000	-2.005722224	0.456324482
4.850000000	-1.957370399	0.450158822
4.860000000	-1.901554874	0.442046111
4.870000000	-1.839898192	0.432310859
4.880000000	-1.768830758	0.420304047
4.890000000	-1.691597662	0.406999202
4.900000000	-1.609496941	0.392720832
4.910000000	-1.517660963	0.376170902
4.920000000	-1.422904414	0.357998430
4.930000000	-1.320035156	0.338852434
4.940000000	-1.213271802	0.318083894
4.950000000	-1.103263371	0.296017321
4.960000000	-0.988062811	0.272977223
4.970000000	-0.867021105	0.248639091
4.980000000	-0.745330392	0.223327434
4.990000000	-0.620394602	0.197691267
5.000000000	-0.491889226	0.170432559
5.010000000	-0.364357385	0.142200325
5.020000000	-0.232606940	0.113968091
5.030000000	-0.101830028	0.086060365
5.040000000	0.028622371	0.056854605
5.050000000	0.162644357	0.027324337
5.060000000	0.294070271	-0.002205932
5.070000000	0.421277573	-0.030762676
5.080000000	0.550107414	-0.060292945
5.090000000	0.673420611	-0.089498706
5.100000000	0.796733807	-0.118055451
5.110000000	0.915828394	-0.145963179
5.120000000	1.028432814	-0.173546398
5.130000000	1.140712726	-0.200805110
5.140000000	1.248449522	-0.227090296
5.150000000	1.347424592	-0.252401957
5.160000000	1.443479089	-0.276091076
5.170000000	1.532069893	-0.299455687
5.180000000	1.614495039	-0.321197756
5.190000000	1.694648629	-0.342290807
5.200000000	1.763768932	-0.361436808
5.210000000	1.825425542	-0.379284776
5.220000000	1.883512561	-0.395510200
5.230000000	1.929917275	-0.410437591
5.240000000	1.970156328	-0.424066948
5.250000000	2.003905212	-0.435424746
5.260000000	2.027918842	-0.445809018
5.270000000	2.045766810	-0.453921731
5.280000000	2.055177556	-0.460087392
5.290000000	2.053879522	-0.464955020
5.300000000	2.047389352	-0.467875597
5.310000000	2.030514910	-0.468849122
5.320000000	2.006176772	-0.468200105
5.330000000	1.975672973	-0.465279529
5.340000000	1.935758427	-0.460736409
5.350000000	1.888380188	-0.454246239
5.360000000	1.835160797	-0.446458035
5.370000000	1.771232627	-0.437047289
5.380000000	1.702761340	-0.425364982
5.390000000	1.627150869	-0.412060134
5.400000000	1.543752197	-0.397781760
5.410000000	1.455810409	-0.381231827
5.420000000	1.362351980	-0.363383859
5.430000000	1.261105350	-0.344237858
5.440000000	1.157587164	-0.323793823
5.450000000	1.046605285	-0.302051755
5.460000000	0.931729306	-0.278687144
5.470000000	0.814257261	-0.254349008
5.480000000	0.691917590	-0.229361855
5.490000000	0.568279885	-0.203401178
5.500000000	0.442370620	-0.176466974
5.510000000	0.314189793	-0.148883755
5.520000000	0.183088388	-0.120651518
5.530000000	0.051986979	-0.092419282
5.540000000	-0.080736978	-0.063538030
5.550000000	-0.210215855	-0.034656777
5.560000000	-0.341317282	-0.005126508
5.570000000	-0.471445190	0.024079252
5.580000000	-0.598652530	0.053609521
5.590000000	-0.724237336	0.082490772
5.600000000	-0.847226082	0.111372023
5.610000000	-0.966969752	0.139279749
5.620000000	-1.083468345	0.167187475
5.630000000	-1.195423826	0.194446183
5.640000000	-1.301538161	0.220406858
5.650000000	-1.405705452	0.245718515
5.660000000	-1.501760035	0.270056647
5.670000000	-1.592946994	0.293421254
5.680000000	-1.679915346	0.315163319
5.690000000	-1.756174914	0.336256366
5.700000000	-1.827242347	0.356375888
5.710000000	-1.892793134	0.374223852
5.720000000	-1.948284151	0.390773781
5.730000000	-1.997284993	0.406025677
5.740000000	-2.041093694	0.419655030
5.750000000	-2.073869095	0.431012825
5.760000000	-2.100803336	0.440748078
5.770000000	-2.117028782	0.449834313
5.780000000	-2.126439541	0.455999973
5.790000000	-2.126439541	0.460543091
5.800000000	-2.118326818	0.463139158
5.810000000	-2.102101371	0.464761701
5.820000000	-2.080683782	0.464112684
5.830000000	-2.047259364	0.460867600
5.840000000	-2.008318295	0.456973499
5.850000000	-1.959317453	0.450483330
5.860000000	-1.902852909	0.442370620
5.870000000	-1.839573683	0.432635367
5.880000000	-1.771751338	0.420953064
5.890000000	-1.693544715	0.407972727
5.900000000	-1.610145958	0.393045340
5.910000000	-1.521230559	0.376170902
5.920000000	-1.423877940	0.358647447
5.930000000	-1.322631225	0.339501450
5.940000000	-1.216841398	0.318408403
5.950000000	-1.104561406	0.296666338
5.960000000	-0.990009862	0.273626240
5.970000000	-0.872862260	0.249288108
5.980000000	-0.748575477	0.223651942
5.990000000	-0.624613213	0.198015776
6.000000000	-0.494485295	0.171081576
6.010000000	-0.365330910	0.143173850
6.020000000	-0.235527516	0.114941616
6.030000000	-0.103452570	0.086384874
6.040000000	0.027648845	0.057179114
6.050000000	0.159399272	0.028297862
6.060000000	0.290176170	-0.001232407
6.070000000	0.418356997	-0.030438167
6.080000000	0.546213313	-0.059643928
6.090000000	0.672447086	-0.088525181
6.100000000	0.793164215	-0.117730942
6.110000000	0.911609785	-0.145314162
6.120000000	1.026810271	-0.173221890
6.130000000	1.137467642	-0.200156093
6.140000000	1.243906404	-0.226116771
6.150000000	1.345477541	-0.251428432
6.160000000	1.439909496	-0.275442059
6.170000000	1.531420876	-0.298806670
6.180000000	1.613197006	-0.320873247
6.190000000	1.691079036	-0.341966299
6.200000000	1.760848356	-0.361112300
6.210000000	1.824776525	-0.378635759
6.220000000	1.880267476	-0.395185692
6.230000000	1.931215309	-0.410113083
6.240000000	1.969831820	-0.423742440
6.250000000	2.002607178	-0.435100238
6.260000000	2.029216876	-0.445484510
6.270000000	2.043819759	-0.453921731
6.280000000	2.054528539	-0.460087392
6.290000000	2.054853048	-0.464630512
6.300000000	2.046415827	-0.467551088
6.310000000	2.031812944	-0.468849122
6.320000000	2.008448331	-0.467875597
6.330000000	1.976321990	-0.465279529
6.340000000	1.937705478	-0.460736409
6.350000000	1.889353713	-0.454895256
6.360000000	1.835485305	-0.446782544
6.370000000	1.774802220	-0.436722780
6.380000000	1.705357408	-0.426013999
6.390000000	1.629746937	-0.412709151
6.400000000	1.548295316	-0.397781760
6.410000000	1.457757460	-0.381880844
6.420000000	1.364299030	-0.363383859
6.430000000	1.264674943	-0.344886875
6.440000000	1.159209706	-0.324118332
6.450000000	1.050174877	-0.302051755
6.460000000	0.936272424	-0.279660670
6.470000000	0.817826854	-0.254998025
6.480000000	0.696785217	-0.229686364
6.490000000	0.572173986	-0.204374703
6.500000000	0.445615704	-0.176791483
6.510000000	0.317759386	-0.149857280
6.520000000	0.186982489	-0.121949552
6.530000000	0.056205588	-0.093392808
6.540000000	-0.075869351	-0.063862538
6.550000000	-0.207619788	-0.035305794
6.560000000	-0.338072197	-0.006100033
6.570000000	-0.467875597	0.023430235
6.580000000	-0.595082936	0.052960504
6.590000000	-0.719369707	0.081841755
6.600000000	-0.843980996	0.110398498
6.610000000	-0.963400157	0.138630732
6.620000000	-1.080223258	0.166213949
6.630000000	-1.193152265	0.193472658
6.640000000	-1.299915617	0.219433332
6.650000000	-1.401486839	0.245069498
6.660000000	-1.499488474	0.269083122
6.670000000	-1.589052889	0.293096746
6.680000000	-1.674074188	0.315163319
6.690000000	-1.754552370	0.336256366
6.700000000	-1.825295294	0.355402363
6.710000000	-1.890197064	0.373899343
6.720000000	-1.947959642	0.390449273
6.730000000	-1.995337939	0.405701168
6.740000000	-2.038822132	0.419006014
6.750000000	-2.073220077	0.430688317
6.760000000	-2.098207264	0.441072586
6.770000000	-2.116055255	0.449185297
6.780000000	-2.127088559	0.455675465
6.790000000	-2.126764050	0.460543091
6.800000000	-2.118651327	0.463788175
6.810000000	-2.102101371	0.464437192
6.820000000	-2.077763202	0.463788175
6.830000000	-2.047583872	0.461192108
6.840000000	-2.007344768	0.456648990
6.850000000	-1.960290979	0.450483330
6.860000000	-1.906747015	0.442370620
6.870000000	-1.842169754	0.432959876
6.880000000	-1.772075846	0.421277573
6.890000000	-1.694842750	0.407972727
6.900000000	-1.611443993	0.393369848
6.910000000	-1.522528594	0.376819919
6.920000000	-1.426798519	0.359296464
6.930000000	-1.325876312	0.339825959
6.940000000	-1.220086484	0.319057420
6.950000000	-1.107481983	0.297315355
6.960000000	-0.992605931	0.273950748
6.970000000	-0.872537751	0.249937125
6.980000000	-0.750847037	0.224949976
6.990000000	-0.627858298	0.198989301
7.000000000	-0.500326448	0.171730593
7.010000000	-0.370198538	0.143822867
7.020000000	-0.238448093	0.115915142
7.030000000	-0.106373146	0.087358399
7.040000000	0.024728269	0.057828131
7.050000000	0.155829679	0.028946879
7.060000000	0.286606577	-0.000258881
7.070000000	0.415436421	-0.030113659
7.080000000	0.541021178	-0.058670403
7.090000000	0.667254951	-0.087551655
7.100000000	0.791541673	-0.116757417
7.110000000	0.909013717	-0.144340636
7.120000000	1.024538713	-0.172572873
7.130000000	1.135196083	-0.199507076
7.140000000	1.240012303	-0.225467754
7.150000000	1.343530491	-0.250454906
7.160000000	1.439584987	-0.274793042
7.170000000	1.528500300	-0.297833145
7.180000000	1.613521514	-0.320224230
7.190000000	1.689131985	-0.340992773
7.200000000	1.760199339	-0.360138774
7.210000000	1.823803000	-0.378311250
7.220000000	1.879293950	-0.394861183
7.230000000	1.926996698	-0.409788574
7.240000000	1.969507311	-0.423417931
7.250000000	2.002931687	-0.435100238
7.260000000	2.028892367	-0.445160001
7.270000000	2.045442301	-0.453597222
7.280000000	2.053555014	-0.460411901
7.290000000	2.054853048	-0.464630512
7.300000000	2.048687386	-0.467551088
7.310000000	2.033435486	-0.468849122
7.320000000	2.009746365	-0.467875597
