Zeit [ms]	Uin A [V]	Uin B [V]
7.270000000	2.941086030	-0.018106846
7.280000000	2.921940016	-0.018431355
7.290000000	2.881376430	-0.018431355
7.300000000	2.838541284	-0.019404880
7.310000000	2.787593423	-0.019404880
7.320000000	2.723016201	-0.019729388
7.330000000	2.655842914	-0.019729388
7.340000000	2.575040267	-0.019729388
7.350000000	2.483204333	-0.019729388
7.360000000	2.389421353	-0.019729388
7.370000000	2.277465900	-0.019404880
7.380000000	2.155775198	-0.019080371
7.390000000	2.034084503	-0.018755863
7.400000000	1.887731171	-0.017782338
7.410000000	1.738781780	-0.018106846
7.420000000	1.582693211	-0.017133321
7.430000000	1.409405703	-0.016484304
7.440000000	1.236442710	-0.016159795
7.450000000	1.044658234	-0.015186270
7.460000000	0.846383594	-0.014212745
7.470000000	0.652976581	-0.013563728
7.480000000	0.431337334	-0.012590202
7.490000000	0.210996113	-0.011292169
7.500000000	-0.008371593	-0.010318643
7.510000000	-0.243315720	-0.009345118
7.520000000	-0.473392241	-0.008047084
7.530000000	-0.706389365	-0.007398067
7.540000000	-0.945876692	-0.006100033
7.550000000	-1.169787643	-0.004802000
7.560000000	-1.406678979	-0.003503966
7.570000000	-1.640325274	-0.002205932
7.580000000	-1.849957966	-0.001232407
7.590000000	-2.075491639	0.000065627
7.600000000	-2.281554829	0.001363661
7.610000000	-2.473664178	0.002661695
7.620000000	-2.663826518	0.003959728
7.630000000	-2.829326204	0.005257762
7.640000000	-2.985415160	0.006231288
7.650000000	-3.132093378	0.007529321
7.660000000	-3.243400101	0.008827355
7.670000000	-3.361846052	0.009476372
7.680000000	-3.458549885	0.010774406
7.690000000	-3.523451796	0.011747931
7.700000000	-3.581863521	0.012721457
7.710000000	-3.621129184	0.013694982
7.720000000	-3.636705646	0.014668507
7.730000000	-3.645791916	0.015642033
7.740000000	-3.626970358	0.015966541
7.750000000	-3.600036059	0.016615558
7.760000000	-3.554604715	0.017589083
7.770000000	-3.482563592	0.018238100
7.780000000	-3.410846986	0.018238100
7.790000000	-3.316414725	0.018887117
7.800000000	-3.206730537	0.019211626
7.810000000	-3.084065993	0.019536134
7.820000000	-2.944526989	0.019536134
7.830000000	-2.791358626	0.019860642
7.840000000	-2.632998149	0.019860642
7.850000000	-2.455816179	0.019860642
7.860000000	-2.279283266	0.019860642
7.870000000	-2.093015121	0.019536134
7.880000000	-1.892468626	0.019211626
7.890000000	-1.695816277	0.018887117
7.900000000	-1.492349281	0.018238100
7.910000000	-1.285312727	0.018238100
7.920000000	-1.074057594	0.017589083
7.930000000	-0.862477985	0.016940066
7.940000000	-0.652520947	0.016291050
7.950000000	-0.444510984	0.015317524
7.960000000	-0.228388330	0.014668507
7.970000000	-0.028166608	0.013694982
7.980000000	0.172379610	0.012721457
7.990000000	0.370978767	0.011747931
8.000000000	0.563087751	0.010774406
8.010000000	0.750978121	0.009800881
8.020000000	0.931404798	0.008502847
8.030000000	1.105990325	0.007204813
8.040000000	1.277006263	0.005906779
8.050000000	1.434717361	0.004933254
8.060000000	1.588209855	0.002986203
8.070000000	1.739430797	0.002661695
8.080000000	1.872479272	0.001363661
8.090000000	2.003905212	0.000065627
8.100000000	2.125271396	-0.001556915
8.110000000	2.238849383	-0.001881424
8.120000000	2.346586222	-0.003828474
8.130000000	2.440693708	-0.004802000
8.140000000	2.530907097	-0.006100033
8.150000000	2.615603844	-0.007398067
8.160000000	2.683750656	-0.008696101
8.170000000	2.748652385	-0.009345118
8.180000000	2.806414926	-0.010643152
8.190000000	2.851197123	-0.011616677
8.200000000	2.893707760	-0.012590202
8.210000000	2.925834121	-0.013888236
8.220000000	2.946602677	-0.014212745
8.230000000	2.966722217	-0.015186270
8.240000000	2.971265339	-0.016159795
8.250000000	2.970616322	-0.016808812
8.260000000	2.967046726	-0.017133321
8.270000000	2.943682099	-0.017457829
8.280000000	2.918694929	-0.018755863
8.290000000	2.884621517	-0.018431355
8.300000000	2.839514810	-0.018755863
8.310000000	2.790189493	-0.019404880
8.320000000	2.729181866	-0.019404880
8.330000000	2.656491931	-0.019729388
8.340000000	2.582828474	-0.019729388
8.350000000	2.489045488	-0.019404880
8.360000000	2.388447827	-0.019729388
8.370000000	2.285578613	-0.019080371
8.380000000	2.159993808	-0.019404880
8.390000000	2.033435486	-0.018431355
8.400000000	1.894870358	-0.018431355
8.410000000	1.742675882	-0.017782338
8.420000000	1.588534363	-0.016808812
8.430000000	1.417193905	-0.016808812
8.440000000	1.237091727	-0.016159795
8.450000000	1.059585621	-0.014861762
8.460000000	0.853847288	-0.013888236
8.470000000	0.647784446	-0.013239219
8.480000000	0.441397094	-0.012590202
8.490000000	0.214241197	-0.011616677
8.500000000	-0.005451017	-0.010643152
8.510000000	-0.232606940	-0.009345118
8.520000000	-0.469173631	-0.008047084
8.530000000	-0.695031566	-0.007073559
8.540000000	-0.935816926	-0.006100033
8.550000000	-1.174979781	-0.004802000
8.560000000	-1.393049613	-0.003503966
8.570000000	-1.631239028	-0.002530441
8.580000000	-1.855474616	-0.000907898
8.590000000	-2.065431863	0.000390136
8.600000000	-2.276038176	0.001363661
8.610000000	-2.467498505	0.002337186
8.620000000	-2.650521643	0.003635220
8.630000000	-2.831922278	0.004933254
8.640000000	-2.975355371	0.006231288
8.650000000	-3.121384569	0.007529321
8.660000000	-3.252810874	0.008502847
8.670000000	-3.349514691	0.009476372
8.680000000	-3.453033223	0.010774406
8.690000000	-3.524749834	0.011747931
8.700000000	-3.577969406	0.012396948
8.710000000	-3.620480165	0.013694982
8.720000000	-3.637354666	0.014019490
8.730000000	-3.639301723	0.015317524
8.740000000	-3.629241925	0.016291050
8.750000000	-3.587704694	0.017264575
8.760000000	-3.551684129	0.017264575
8.770000000	-3.494894954	0.017913592
8.780000000	-3.409548948	0.018238100
8.790000000	-3.317388254	0.019211626
8.800000000	-3.211273669	0.019536134
8.810000000	-3.078549334	0.019211626
8.820000000	-2.945500517	0.019211626
8.830000000	-2.792656663	0.020185151
8.840000000	-2.631700112	0.019536134
8.850000000	-2.470094578	0.019860642
8.860000000	-2.277985230	0.019860642
8.870000000	-2.093988648	0.019536134
8.880000000	-1.900905856	0.019536134
8.890000000	-1.702306453	0.018887117
8.900000000	-1.495594369	0.018562609
8.910000000	-1.287584288	0.017913592
8.920000000	-1.078276206	0.017264575
8.930000000	-0.870915208	0.017264575
8.940000000	-0.651547421	0.015966541
8.950000000	-0.445809018	0.015317524
8.960000000	-0.238448093	0.014668507
8.970000000	-0.031411693	0.013694982
8.980000000	0.168485508	0.012721457
8.990000000	0.368382700	0.011747931
9.000000000	0.558869141	0.011098914
9.010000000	0.745136970	0.010125389
9.020000000	0.930755781	0.008502847
9.030000000	1.102745241	0.006880305
9.040000000	1.272138637	0.006555796
9.050000000	1.437313428	0.004933254
9.060000000	1.585938296	0.003635220
9.070000000	1.733265136	0.002012678
9.080000000	1.869234187	0.001039152
9.090000000	2.000011110	0.000065627
9.100000000	2.124622379	-0.000907898
9.110000000	2.236902331	-0.002205932
9.120000000	2.341718594	-0.003503966
9.130000000	2.442640760	-0.005126508
9.140000000	2.527662011	-0.006424542
9.150000000	2.609438180	-0.007398067
9.160000000	2.687969268	-0.008696101
9.170000000	2.746056315	-0.009020610
9.180000000	2.804792383	-0.010643152
9.190000000	2.852495157	-0.011941186
9.200000000	2.892085217	-0.012914711
9.210000000	2.926807647	-0.013563728
9.220000000	2.946927186	-0.014861762
9.230000000	2.963152621	-0.015186270
9.240000000	2.977106496	-0.016159795
9.250000000	2.971265339	-0.016808812
9.260000000	2.962828113	-0.017457829
9.270000000	2.946278169	-0.018106846
9.280000000	2.917721403	-0.018431355
9.290000000	2.886568569	-0.019080371
9.300000000	2.842110880	-0.019080371
9.310000000	2.788891458	-0.019404880
9.320000000	2.734374004	-0.020053897
9.330000000	2.660061526	-0.019729388
9.340000000	2.580232405	-0.019404880
9.350000000	2.495860168	-0.019404880
9.360000000	2.391043896	-0.019729388
9.370000000	2.286552139	-0.019080371
9.380000000	2.166483979	-0.019080371
9.390000000	2.034409012	-0.018431355
9.400000000	1.902658561	-0.018431355
9.410000000	1.750139576	-0.017782338
9.420000000	1.588858872	-0.017133321
9.430000000	1.429525226	-0.016808812
9.440000000	1.243257387	-0.016484304
9.450000000	1.054717995	-0.015186270
9.460000000	0.863907048	-0.014212745
9.470000000	0.652976581	-0.013563728
9.480000000	0.444317670	-0.012265694
9.490000000	0.228195060	-0.011292169
9.500000000	-0.002205932	-0.010318643
9.510000000	-0.223845211	-0.009345118
9.520000000	-0.459762884	-0.008371593
9.530000000	-0.697627635	-0.007073559
9.540000000	-0.919916005	-0.006100033
9.550000000	-1.163946487	-0.004802000
9.560000000	-1.397592735	-0.003828474
9.570000000	-1.621828274	-0.002205932
9.580000000	-1.848659931	-0.001232407
9.590000000	-2.059266193	0.000390136
9.600000000	-2.266951924	0.001039152
9.610000000	-2.468147523	0.002661695
9.620000000	-2.638514804	0.003959728
9.630000000	-2.818617400	0.004933254
9.640000000	-2.982819085	0.006231288
9.650000000	-3.118463985	0.007529321
9.660000000	-3.247294214	0.008827355
9.670000000	-3.355355862	0.009800881
9.680000000	-3.445569504	0.011098914
9.690000000	-3.522802777	0.011747931
9.700000000	-3.572777252	0.013045965
9.710000000	-3.613665463	0.013370473
9.720000000	-3.641248781	0.014343999
9.730000000	-3.638003685	0.015317524
9.740000000	-3.629566435	0.015966541
9.750000000	-3.603605665	0.016615558
9.760000000	-3.553631187	0.017589083
9.770000000	-3.494245935	0.017589083
9.780000000	-3.410197967	0.018238100
9.790000000	-3.317063744	0.018887117
9.800000000	-3.209975631	0.019211626
9.810000000	-3.078224825	0.019536134
9.820000000	-2.950043647	0.019860642
9.830000000	-2.799471356	0.019536134
9.840000000	-2.636243240	0.019860642
9.850000000	-2.466524978	0.019860642
9.860000000	-2.290316572	0.019860642
9.870000000	-2.097882755	0.019536134
9.880000000	-1.905773489	0.019860642
9.890000000	-1.702630961	0.019211626
9.900000000	-1.500786509	0.018562609
9.910000000	-1.292776426	0.017913592
9.920000000	-1.076978172	0.017589083
9.930000000	-0.870590700	0.016940066
9.940000000	-0.663229729	0.015966541
9.950000000	-0.453272714	0.015317524
9.960000000	-0.242342194	0.014668507
9.970000000	-0.035305794	0.013694982
9.980000000	0.162968865	0.012396948
9.990000000	0.361892532	0.011747931
